SAPNo;Cena w TD;Waluta
4547545;83,91;PLN
4547671;1644,89;PLN
4547672;2116,17;PLN
4548244;43576,13;PLN
4548245;28225,21;PLN
4548246;26105,98;PLN
4548290;869,57;PLN
4548738;482,33;PLN
4548782;11,53;PLN
4548975;12809,88;PLN
4549713;7791,39;PLN
4550265;4096,31;PLN
4550450;545,65;PLN
4550514;394,56;PLN
4550661;681,58;PLN
4550823;542,70;PLN
4550930;36,12;PLN
4551127;2271,94;PLN
4551724;111,87;PLN
4551741;268,57;PLN
4551743;430,46;PLN
4551746;523,61;PLN
4551747;301,58;PLN
4551749;1324,77;PLN
4551751;520,85;PLN
4551752;898,42;PLN
4551754;674,28;PLN
4551755;270,29;PLN
4551756;274,55;PLN
4551757;343,29;PLN
4551759;420,02;PLN
4551760;549,79;PLN
4551761;247,51;PLN
4551762;248,36;PLN
4551763;547,38;PLN
4551764;539,03;PLN
4551770;361,74;PLN
4551784;898,28;PLN
4551785;663,39;PLN
4551786;298,63;PLN
4551787;308,99;PLN
4551788;663,39;PLN
4551789;622,23;PLN
4551790;435,76;PLN
4551791;622,23;PLN
4551792;622,18;PLN
4551793;622,18;PLN
4551794;435,76;PLN
4551795;622,23;PLN
4551796;621,98;PLN
4551797;663,39;PLN
4551798;686,17;PLN
4551804;234,92;PLN
4551809;718,47;PLN
4551811;328,07;PLN
4551812;805,35;PLN
4552431;3709,44;PLN
4552432;2841,45;PLN
4552433;2328,07;PLN
4552660;3451,89;PLN
4552688;1057,50;PLN
4553065;301,42;PLN
4553641;2553,94;PLN
4553702;113,18;PLN
4553703;113,18;PLN
4553993;346,08;PLN
4554849;729,38;PLN
4555183;422,15;PLN
4555715;9630,37;PLN
4555820;19289,96;PLN
4555824;11558,67;PLN
4555831;687,50;PLN
4556287;573,43;PLN
4556304;3123,55;PLN
4556345;374,06;PLN
4556354;140,28;PLN
4556356;72,43;PLN
4556383;498,25;PLN
4556392;126,96;PLN
4556394;65,61;PLN
4556424;105,68;PLN
4556425;175,85;PLN
4556426;89,53;PLN
4556427;70,83;PLN
4556428;99,64;PLN
4556429;252,51;PLN
4556430;91,11;PLN
4556431;71,51;PLN
4556433;554,10;PLN
4556434;553,18;PLN
4556435;39,26;PLN
4556436;34,11;PLN
4556437;70,92;PLN
4556438;90,53;PLN
4556439;44,25;PLN
4556440;150,15;PLN
4556442;540,00;PLN
4556597;917,34;PLN
4556598;917,34;PLN
4556942;684,55;PLN
4557138;3342,08;PLN
4559473;987,21;PLN
4559505;91417,84;PLN
4559598;4188,98;PLN
4559752;6422,70;PLN
4560124;69919,77;PLN
4560729;22852,86;PLN
4561035;1868,84;PLN
4562035;228,02;PLN
4562036;320,96;PLN
4562037;554,42;PLN
4562038;1144,25;PLN
4562039;2294,08;PLN
4562092;792,44;PLN
4562171;322,61;PLN
4562173;229,73;PLN
4562174;322,61;PLN
4562175;559,95;PLN
4562418;736,17;PLN
4562419;541,03;PLN
4562420;70,68;PLN
4562534;2819,00;PLN
4562551;3444,18;PLN
4562890;949,09;PLN
4563485;1288,73;PLN
4563583;6898,29;PLN
4563632;5352,66;PLN
4563634;6040,27;PLN
4563637;9470,81;PLN
4563990;2375,38;PLN
4564027;1239,38;PLN
4564030;1156,45;PLN
4564455;1897,82;PLN
4564483;868,40;PLN
4564699;1657,34;PLN
4564743;136,62;PLN
4564796;44,58;PLN
4564797;3599,14;PLN
4565438;89,11;PLN
4565443;5740,34;PLN
4565445;7526,37;PLN
4565545;1159,85;PLN
4565562;8326,87;PLN
4565614;1035,70;PLN
4565615;896,78;PLN
4565667;9114,20;PLN
4565975;150675,20;PLN
4566735;2021,03;PLN
4566736;2021,03;PLN
4566737;132,36;PLN
4566738;581,13;PLN
4566739;2060,90;PLN
4566740;1490,64;PLN
4566873;985,93;PLN
4568252;1217,07;PLN
4568329;6185,57;PLN
4568409;6370,07;PLN
4568663;546,93;PLN
4568664;581,13;PLN
4568665;546,93;PLN
4568666;1789,88;PLN
4568667;991,91;PLN
4568668;861,45;PLN
4568669;721,31;PLN
4568670;626,48;PLN
4568672;432,80;PLN
4568673;375,89;PLN
4568675;1836,88;PLN
4568677;570,86;PLN
4568678;511,01;PLN
4568679;71,50;PLN
4568680;68,60;PLN
4568681;66,57;PLN
4568682;753,17;PLN
4568683;384,87;PLN
4568684;286,21;PLN
4568685;345,28;PLN
4568686;340,68;PLN
4568687;336,07;PLN
4568688;331,47;PLN
4568689;326,86;PLN
4568690;225,59;PLN
4568691;220,98;PLN
4568692;216,37;PLN
4568693;211,78;PLN
4568694;207,17;PLN
4568695;345,28;PLN
4568696;340,68;PLN
4568697;336,07;PLN
4568698;331,47;PLN
4568699;326,86;PLN
4568700;225,59;PLN
4568701;220,98;PLN
4568702;216,37;PLN
4568703;211,78;PLN
4568704;207,17;PLN
4568705;111,41;PLN
4568706;108,33;PLN
4568707;106,76;PLN
4568708;105,19;PLN
4568709;103,68;PLN
4568710;66,85;PLN
4568711;64,96;PLN
4568712;1072,67;PLN
4568713;621,50;PLN
4568714;547,84;PLN
4568715;745,81;PLN
4568716;372,90;PLN
4568717;326,86;PLN
4568718;141,61;PLN
4568719;39,40;PLN
4568720;10,22;PLN
4568721;9,44;PLN
4568722;7,87;PLN
4568723;76,70;PLN
4568724;55,20;PLN
4568725;45,85;PLN
4568726;25,32;PLN
4568727;18,23;PLN
4568728;15,15;PLN
4568729;201,73;PLN
4568730;185,21;PLN
4568731;170,38;PLN
4568732;39,78;PLN
4568733;39,04;PLN
4568734;37,52;PLN
4568735;128,86;PLN
4568736;1836,88;PLN
4568737;570,86;PLN
4568738;511,01;PLN
4568739;805,65;PLN
4568740;731,99;PLN
4568741;507,56;PLN
4568742;461,16;PLN
4568743;1386,28;PLN
4568744;744,10;PLN
4568745;692,03;PLN
4568746;566,45;PLN
4568747;526,81;PLN
4568748;357,76;PLN
4568749;332,71;PLN
4568750;750,78;PLN
4568751;652,02;PLN
4568752;127,06;PLN
4568753;123,24;PLN
4568754;120,57;PLN
4568755;115,73;PLN
4568756;112,23;PLN
4568757;64,04;PLN
4568758;63,12;PLN
4568759;62,19;PLN
4568760;123,15;PLN
4568761;114,40;PLN
4568762;105,66;PLN
4568763;62,84;PLN
4568764;58,47;PLN
4568765;53,86;PLN
4568766;51,79;PLN
4568767;48,11;PLN
4568768;44,43;PLN
4568769;122,41;PLN
4568770;58,74;PLN
4568771;56,53;PLN
4568772;55,15;PLN
4568773;65,79;PLN
4568774;59,62;PLN
4568775;54,10;PLN
4568776;20,26;PLN
4568777;19,88;PLN
4568778;19,34;PLN
4568779;50,64;PLN
4568780;47,19;PLN
4571532;261,50;PLN
4571533;103,55;PLN
4571534;45,26;PLN
4571535;103,55;PLN
4571536;45,26;PLN
4571537;829,80;PLN
4571539;1065,26;PLN
4571540;1551,01;PLN
4571599;1125,91;PLN
4572177;607,87;PLN
4572592;818,05;PLN
4572593;166,79;PLN
4572594;391,48;PLN
4572595;166,45;PLN
4572596;237,75;PLN
4572597;238,03;PLN
4573208;1688,68;PLN
4573414;392,19;PLN
4573617;9585,73;PLN
4574303;3248,66;PLN
4574507;17321,54;PLN
4574508;364,21;PLN
4574510;1493,68;PLN
4574865;1106,08;PLN
4574866;6525,47;PLN
4574867;567,65;PLN
4575745;2214,92;PLN
4575920;578,39;PLN
4575987;2220,04;PLN
4583107;7445,60;PLN
4583108;6526,03;PLN
4583314;2760,08;PLN
4583437;111,53;PLN
4583438;67,64;PLN
4583848;6152,85;PLN
4584091;346,08;PLN
4584305;298,99;PLN
4584334;2817,52;PLN
4584407;294,43;PLN
4585257;549,52;PLN
4588835;339,11;PLN
4588836;629,74;PLN
4589349;122567,23;PLN
4589806;164,37;PLN
4589815;6210,46;PLN
4590272;4183,18;PLN
4590317;1309,12;PLN
4590318;1544,67;PLN
4590333;5475,81;PLN
4590383;32214,85;PLN
4591130;855,02;PLN
4591262;249,59;PLN
4591263;140,40;PLN
4591850;1792,17;PLN
4592260;1638,62;PLN
4592351;1146,08;PLN
4592352;293,17;PLN
4592353;489,19;PLN
4592354;983,15;PLN
4592554;3075,77;PLN
4592555;3106,98;PLN
4592993;21,78;PLN
4593187;22428,15;PLN
4593409;777,67;PLN
4593630;182,47;PLN
4593769;174454,10;PLN
4593776;351,61;PLN
4601484;589,49;PLN
4612039;83,75;PLN
4612043;19,96;PLN
4612050;127,54;PLN
4612057;97,68;PLN
4612064;162,68;PLN
4612065;214,25;PLN
4612248;336,44;PLN
4612249;334,72;PLN
4612250;334,72;PLN
4612399;331,39;PLN
4612401;278,33;PLN
4612403;276,84;PLN
4612405;278,33;PLN
4612407;278,33;PLN
4612409;278,33;PLN
4612411;540,46;PLN
4612413;543,96;PLN
4612415;546,90;PLN
4612417;540,46;PLN
4612419;540,46;PLN
4612421;543,96;PLN
4612423;276,84;PLN
4612510;315,55;PLN
4612582;1300,90;PLN
4612583;735,47;PLN
4612585;1060,81;PLN
4612591;334,72;PLN
4612592;237,51;PLN
4612593;334,72;PLN
4612594;492,29;PLN
4612595;452,89;PLN
4612596;334,72;PLN
4612597;334,72;PLN
4614117;17774,46;PLN
4614118;23627,60;PLN
4614119;19475,94;PLN
4614120;13451,32;PLN
4616017;663,30;PLN
4616773;960,96;PLN
4617221;320,05;PLN
4617222;315,55;PLN
4620225;1197,20;PLN
4620242;261,20;PLN
4620243;327,34;PLN
4620244;455,49;PLN
4620245;579,36;PLN
4620246;482,14;PLN
4620247;577,51;PLN
4620248;521,64;PLN
4620249;385,55;PLN
4628262;1726,95;PLN
4628263;1393,39;PLN
4628264;1319,21;PLN
4628399;725,63;PLN
4628400;733,12;PLN
4628429;235,33;PLN
4628615;3227,61;PLN
4628812;119,31;PLN
4628880;143,08;PLN
4629069;1033,97;PLN
4629153;163,20;PLN
4629154;223,97;PLN
4629155;308,28;PLN
4629156;746,57;PLN
4629175;524,57;PLN
4629209;10424,43;PLN
4629238;6085,75;PLN
4629239;7705,12;PLN
4629401;2818,47;PLN
4629402;2727,82;PLN
4629403;2141,85;PLN
4629404;9111,43;PLN
4629671;169,75;PLN
4630883;8183,80;PLN
4630895;5470,89;PLN
4631209;708,81;PLN
4631210;708,81;PLN
4631231;3433,87;PLN
4631238;2866,97;PLN
4631241;12260,59;PLN
4631276;13121,91;PLN
4631851;852,52;PLN
4631852;1464,31;PLN
4631853;2300,23;PLN
4631854;3230,00;PLN
4633028;2332,92;PLN
4633029;20128,23;PLN
4633287;2839,15;PLN
4633571;425,94;PLN
4633592;5076,63;PLN
4633808;4540,10;PLN
4633965;2062,40;PLN
4634071;1426,79;PLN
4634073;2505,32;PLN
4634234;571,43;PLN
4634235;358,10;PLN
4635106;1125,91;PLN
4635434;1912,73;PLN
4635435;3630,14;PLN
4635436;5072,30;PLN
4635702;4925,60;PLN
4635704;102,92;PLN
4635842;170,92;PLN
4637924;2016,21;PLN
4638022;167,65;PLN
4638023;923,01;PLN
4638024;210,57;PLN
4638025;257,79;PLN
4638027;300,79;PLN
4638029;343,75;PLN
4638031;554,28;PLN
4638034;769,10;PLN
4638036;855,03;PLN
4638039;154,21;PLN
4638040;190,52;PLN
4638041;265,00;PLN
4638042;340,08;PLN
4638043;337,72;PLN
4638044;605,05;PLN
4638045;834,69;PLN
4638059;661,47;PLN
4638090;2780,91;PLN
4639141;2812,84;PLN
4639143;2667,03;PLN
4639144;2500,83;PLN
4639153;1481,00;PLN
4639212;883,67;PLN
4639396;263,03;PLN
4639397;263,03;PLN
4639398;263,03;PLN
4639477;2905,95;PLN
4639479;1545,63;PLN
4639489;172,81;PLN
4639713;738,04;PLN
4639729;6768,22;PLN
4639730;7610,23;PLN
4639731;6249,46;PLN
4639732;6138,02;PLN
4639734;5720,59;PLN
4639735;5586,68;PLN
4639736;5740,94;PLN
4639737;5167,79;PLN
4639738;4809,97;PLN
4639739;7500,78;PLN
4639740;5556,88;PLN
4639741;6138,02;PLN
4639742;5087,46;PLN
4639743;4667,11;PLN
4639747;3175,27;PLN
4639751;2922,25;PLN
4639752;3841,74;PLN
4639753;3083,26;PLN
4639757;5573,48;PLN
4639758;6334,24;PLN
4639759;5840,71;PLN
4639760;7127,47;PLN
4639761;5131,25;PLN
4639762;5440,87;PLN
4639763;5427,87;PLN
4639764;6003,94;PLN
4639765;2692,44;PLN
4639767;2689,18;PLN
4639769;3358,95;PLN
4639770;3841,63;PLN
4639771;2899,26;PLN
4639772;3405,02;PLN
4639773;2955,86;PLN
4639774;2851,40;PLN
4639775;3525,51;PLN
4639776;2416,05;PLN
4639777;3024,01;PLN
4639778;5262,57;PLN
4639779;3074,18;PLN
4639780;3451,00;PLN
4639781;3566,04;PLN
4639783;2930,92;PLN
4639784;3136,17;PLN
4639785;3461,01;PLN
4639786;3639,34;PLN
4639844;2277,40;PLN
4639848;3050,19;PLN
4639853;5677,02;PLN
4640107;1621,02;PLN
4640108;1353,16;PLN
4640109;2191,72;PLN
4640973;3328,50;PLN
4641268;222,71;PLN
4641269;249,10;PLN
4641270;223,33;PLN
4641292;8930,32;PLN
4641438;302,44;PLN
4641515;249,10;PLN
4641516;243,72;PLN
4641522;26092,58;PLN
4641573;4853,37;PLN
4641681;233,32;PLN
4641894;717,81;PLN
4641895;4182,79;PLN
4641896;5446,31;PLN
4642421;1636,16;PLN
4642422;1233,58;PLN
4642600;8671,95;PLN
4643065;17594,73;PLN
4644143;1951,06;PLN
4644144;1499,15;PLN
4644146;5411,61;PLN
4644149;4334,70;PLN
4644154;1169,38;PLN
4644155;1169,38;PLN
4644156;794,31;PLN
4644157;794,31;PLN
4644163;910,01;PLN
4644164;766,37;PLN
4644165;726,47;PLN
4644167;726,47;PLN
4644168;969,87;PLN
4644169;1009,76;PLN
4644170;910,01;PLN
4644174;1277,11;PLN
4644176;678,37;PLN
4644177;638,67;PLN
4644183;1560,43;PLN
4644184;1253,20;PLN
4644185;877,89;PLN
4644186;878,08;PLN
4644187;542,70;PLN
4644189;638,47;PLN
4644190;1500,81;PLN
4644191;1336,85;PLN
4644192;1276,87;PLN
4644193;1283,61;PLN
4644194;1276,87;PLN
4644195;1236,97;PLN
4644196;971,14;PLN
4644197;1005,89;PLN
4644198;891,83;PLN
4644201;1352,95;PLN
4644203;1021,76;PLN
4644204;969,87;PLN
4644205;674,59;PLN
4644207;1109,52;PLN
4644209;182,79;PLN
4644558;64203,00;PLN
4644696;522,13;PLN
4644807;725,92;PLN
4644839;750,97;PLN
4644992;1122,62;PLN
4644994;2132,99;PLN
4644995;3882,05;PLN
4645030;12698,23;PLN
4645041;14344,96;PLN
4645044;919,15;PLN
4645045;1093,26;PLN
4645046;1122,01;PLN
4645092;598,50;PLN
4645093;1132,59;PLN
4645094;335,49;PLN
4645095;3697,17;PLN
4645096;1069,17;PLN
4645097;2031,42;PLN
4645098;562,72;PLN
4645123;232,63;PLN
4645133;342,11;PLN
4645179;352,26;PLN
4645201;590,84;PLN
4645213;3478,54;PLN
4645230;826,24;PLN
4645364;2813,22;PLN
4645365;2469,26;PLN
4645366;1310,41;PLN
4645367;8755,18;PLN
4645382;98590,97;PLN
4645494;6026,27;PLN
4645495;16149,94;PLN
4645737;4880,18;PLN
4645941;1020,60;PLN
4646360;765,86;PLN
4646401;409,55;PLN
4646402;765,86;PLN
4646413;409,55;PLN
4646414;765,86;PLN
4646961;199,98;PLN
4646964;199,98;PLN
4647068;807,28;PLN
4647661;1645,65;PLN
4647751;111,27;PLN
4648246;781,03;PLN
4651729;35,92;PLN
4651843;1572,27;PLN
4652671;40,76;PLN
4652672;2343,44;PLN
4652673;2343,44;PLN
4652681;2343,44;PLN
4652682;2343,44;PLN
4653173;563,24;PLN
4653174;614,95;PLN
4653310;19359,13;PLN
4653334;727,95;PLN
4653585;63,21;PLN
4654288;2345,48;PLN
4654289;6033,78;PLN
4654432;212883,78;PLN
4654475;781,07;PLN
4654476;702,97;PLN
4654761;5448,26;PLN
4654762;5606,87;PLN
4654767;2277,76;PLN
4654768;706,23;PLN
4654769;1000,06;PLN
4654770;1426,79;PLN
4654928;466,92;PLN
4654929;1364,84;PLN
4654930;125,71;PLN
4654959;2424,39;PLN
4654962;1688,09;PLN
4654965;826,09;PLN
4654966;754,25;PLN
4654991;664,46;PLN
4654993;323,25;PLN
4655474;969,75;PLN
4655475;323,25;PLN
4655476;664,46;PLN
4655477;969,75;PLN
4655478;2226,84;PLN
4655480;1544,43;PLN
4655481;3106,80;PLN
4655482;2137,05;PLN
4655483;1041,59;PLN
4656726;1688,09;PLN
4656729;826,09;PLN
4656742;2424,39;PLN
4656744;3160,67;PLN
4656749;2172,96;PLN
4656751;1059,55;PLN
4656754;2226,84;PLN
4656757;1544,43;PLN
4656763;754,25;PLN
4657271;341,21;PLN
4657272;251,41;PLN
4657273;251,41;PLN
4657274;341,21;PLN
4657275;125,71;PLN
4657276;1364,84;PLN
4657277;466,92;PLN
4657278;951,80;PLN
4657279;951,80;PLN
4659168;49,11;PLN
4659169;10,80;PLN
4659170;10,41;PLN
4659171;129,97;PLN
4659172;129,32;PLN
4659173;14,26;PLN
4659174;13,84;PLN
4659175;25,51;PLN
4659176;25,10;PLN
4659177;66,88;PLN
4659178;14,26;PLN
4659179;18,79;PLN
4659180;35,26;PLN
4659182;49,11;PLN
4659262;578,99;PLN
4659264;1568,20;PLN
4659410;1530,97;PLN
4659878;12384,95;PLN
4660047;1066,97;PLN
4660048;1304,03;PLN
4660049;1294,06;PLN
4660050;939,19;PLN
4660051;799,03;PLN
4660066;924,84;PLN
4660112;3162,39;PLN
4660195;125,60;PLN
4660196;196,50;PLN
4660197;82,62;PLN
4660199;57,99;PLN
4660200;125,15;PLN
4660201;188,32;PLN
4660202;57,99;PLN
4660203;57,99;PLN
4660204;619,53;PLN
4660205;110,82;PLN
4660385;1884,30;PLN
4660387;1545,64;PLN
4660506;19153,00;PLN
4660600;1230,63;PLN
4660996;1769,25;PLN
4661150;1165,18;PLN
4661187;565,32;PLN
4661188;576,01;PLN
4661284;361,45;PLN
4661285;563,46;PLN
4661286;1044,39;PLN
4661287;2216,38;PLN
4661492;6677,06;PLN
4661552;1328,51;PLN
4661583;8343,06;PLN
4663002;1210,56;PLN
4663003;611,90;PLN
4663004;1173,48;PLN
4663005;902,82;PLN
4663006;1442,91;PLN
4663007;983,21;PLN
4663008;644,34;PLN
4663009;845,35;PLN
4663010;1506,68;PLN
4663011;747,09;PLN
4663012;1360,09;PLN
4663013;898,91;PLN
4663014;939,90;PLN
4663015;1376,35;PLN
4663144;272,46;PLN
4663145;450,27;PLN
4663146;380,12;PLN
4663147;303,87;PLN
4663185;3679,69;PLN
4663187;3351,22;PLN
4663189;3947,31;PLN
4663191;3265,00;PLN
4663202;6796,86;PLN
4663203;9805,52;PLN
4663204;8747,56;PLN
4663218;5907,78;PLN
4663249;31,42;PLN
4663420;2339,08;PLN
4663500;3928,91;PLN
4663600;2046,43;PLN
4663780;45670,46;PLN
4664070;1602,59;PLN
4664074;281,59;PLN
4664075;592,20;PLN
4664076;729,71;PLN
4664081;2491,68;PLN
4664082;3091,15;PLN
4664092;2706,48;PLN
4664094;405,79;PLN
4664584;990,59;PLN
4664585;741,24;PLN
4664586;624,30;PLN
4664588;2215,38;PLN
4664592;993,51;PLN
4664593;950,87;PLN
4664601;2362,13;PLN
4664602;4672,75;PLN
4664603;3733,78;PLN
4664796;24,22;PLN
4664797;449,62;PLN
4664798;201,37;PLN
4664799;254,95;PLN
4664800;74,17;PLN
4664801;74,17;PLN
4664802;83,52;PLN
4664803;83,52;PLN
4664804;114,82;PLN
4664805;133,03;PLN
4664806;154,94;PLN
4664807;146,36;PLN
4664808;48,35;PLN
4664809;84,55;PLN
4664810;24,22;PLN
4664811;114,96;PLN
4664812;114,96;PLN
4664813;114,96;PLN
4664854;10262,25;PLN
4665064;4639,10;PLN
4665222;6605,86;PLN
4665225;8833,34;PLN
4665226;6378,33;PLN
4665227;8102,07;PLN
4665229;253,27;PLN
4665230;462,81;PLN
4665289;176,09;PLN
4665797;671,90;PLN
4665800;1493,12;PLN
4665801;970,53;PLN
4665802;2239,70;PLN
4666030;2443,08;PLN
4666089;502,38;PLN
4666091;1339,25;PLN
4666092;274,42;PLN
4666106;495,55;PLN
4666107;193,72;PLN
4666108;593,87;PLN
4666109;774,08;PLN
4666110;406,57;PLN
4666111;3035,72;PLN
4666124;2239,35;PLN
4666125;2402,20;PLN
4666126;1710,05;PLN
4666127;2198,63;PLN
4666135;303,09;PLN
4666137;147,42;PLN
4666138;274,42;PLN
4666139;18020,44;PLN
4666167;2972,22;PLN
4666168;2524,35;PLN
4666169;2422,56;PLN
4666192;148,62;PLN
4666193;274,83;PLN
4666194;1118,08;PLN
4666195;417,74;PLN
4666196;735,70;PLN
4666237;1405,89;PLN
4666298;7053,46;PLN
4666299;9508,74;PLN
4666300;5645,51;PLN
4666391;4318,91;PLN
4666392;66369,26;PLN
4666393;454,16;PLN
4666394;5329,17;PLN
4666774;238,13;PLN
4667506;138,98;PLN
4667613;1951,54;PLN
4667614;1951,54;PLN
4667657;1544,97;PLN
4667658;1459,79;PLN
4669617;29762,76;PLN
4669644;31930,62;PLN
4671604;398,83;PLN
4671734;3,71;PLN
4671802;12353,72;PLN
4671990;616,15;PLN
4672142;40,54;PLN
4672401;846,92;PLN
4672518;7107,04;PLN
4672564;79,51;PLN
4672773;7124,19;PLN
4672774;8467,45;PLN
4672781;9955,94;PLN
4672782;12917,36;PLN
4672783;13918,02;PLN
4673396;936,45;PLN
4673533;1689,69;PLN
4673534;2015,41;PLN
4673535;1885,12;PLN
4673536;1142,36;PLN
4673537;1135,96;PLN
4673538;427,51;PLN
4673539;504,87;PLN
4673540;590,37;PLN
4673541;741,02;PLN
4673542;565,94;PLN
4673543;757,30;PLN
4673544;1249,96;PLN
4673545;757,30;PLN
4673546;496,72;PLN
4673547;496,72;PLN
4673548;565,94;PLN
4673549;565,94;PLN
4673550;565,94;PLN
4673551;1123,74;PLN
4673552;1547,18;PLN
4673553;472,30;PLN
4673554;863,17;PLN
4674072;92,87;PLN
4674073;349,26;PLN
4674074;392,90;PLN
4674076;1686,95;PLN
4674077;2651,47;PLN
4674078;3276,27;PLN
4674079;3510,57;PLN
4674156;244,30;PLN
4674159;223,94;PLN
4674160;183,22;PLN
4674161;162,86;PLN
4674162;244,30;PLN
4674176;119,70;PLN
4674178;346,08;PLN
4674182;346,08;PLN
4674183;1489,83;PLN
4674194;244,30;PLN
4674205;346,08;PLN
4674206;305,36;PLN
4674214;671,81;PLN
4674221;400,38;PLN
4674224;244,30;PLN
4674239;162,86;PLN
4674254;488,58;PLN
4674260;793,94;PLN
4674263;103,19;PLN
4674264;264,64;PLN
4674265;203,58;PLN
4674456;502,96;PLN
4674457;585,48;PLN
4674695;4443,86;PLN
4674697;4639,10;PLN
4674698;122,15;PLN
4674699;183,22;PLN
4674700;285,00;PLN
4674713;4567,89;PLN
4674811;244,30;PLN
4674812;103,19;PLN
4674813;631,09;PLN
4674814;162,86;PLN
4674815;142,51;PLN
4674816;103,19;PLN
4674817;447,87;PLN
4674818;407,15;PLN
4674819;12,39;PLN
4674820;1132,44;PLN
4674821;777,09;PLN
4674822;1597,13;PLN
4674823;2065,73;PLN
4674824;1831,43;PLN
4674825;2339,08;PLN
4674826;3393,41;PLN
4674827;702,90;PLN
4674828;738,04;PLN
4674829;738,04;PLN
4674830;738,04;PLN
4674831;777,09;PLN
4674832;1167,59;PLN
4674833;972,33;PLN
4674834;1214,44;PLN
4674835;1714,28;PLN
4674836;1772,86;PLN
4674837;2026,68;PLN
4674838;2026,68;PLN
4674839;2026,68;PLN
4674840;2534,32;PLN
4674841;2651,47;PLN
4674842;3901,06;PLN
4674843;4256,41;PLN
4674844;4291,57;PLN
4674845;5267,81;PLN
4674846;1483,89;PLN
4674847;1827,53;PLN
4674848;929,38;PLN
4674849;4041,65;PLN
4674850;1323,79;PLN
4674851;1323,79;PLN
4674852;1116,82;PLN
4674853;1897,82;PLN
4674854;2339,08;PLN
4674855;2631,95;PLN
4674856;3651,15;PLN
4674857;4096,31;PLN
4674858;4459,47;PLN
4674859;144,47;PLN
4674860;122,15;PLN
4674861;529,30;PLN
4674862;1099,32;PLN
4674863;639,79;PLN
4674864;103,19;PLN
4674865;7161,72;PLN
4674866;7009,42;PLN
4674867;7552,21;PLN
4674868;8571,40;PLN
4674869;11304,89;PLN
4674870;66,04;PLN
4674871;162,86;PLN
4674872;162,86;PLN
4674873;702,90;PLN
4674874;3666,77;PLN
4674875;4486,81;PLN
4674876;5267,81;PLN
4674877;6439,29;PLN
4674878;7259,34;PLN
4674879;5673,92;PLN
4674880;769,28;PLN
4674881;1413,60;PLN
4674882;3041,97;PLN
4674883;2436,70;PLN
4674884;2011,06;PLN
4674885;4674,25;PLN
4674960;7597,94;PLN
4674997;10227,11;PLN
4675177;129,46;PLN
4675178;129,00;PLN
4675180;105,93;PLN
4675197;482,19;PLN
4675198;233,91;PLN
4675199;810,84;PLN
4675200;1513,81;PLN
4675473;102,30;PLN
4675474;1386,00;PLN
4675475;136,01;PLN
4675476;1352,36;PLN
4675477;152,75;PLN
4675478;157,01;PLN
4675479;159,11;PLN
4675480;263,40;PLN
4675498;8118,43;PLN
4675499;7614,69;PLN
4675500;10434,08;PLN
4675501;6087,85;PLN
4675502;37,15;PLN
4675503;74,30;PLN
4675504;74,30;PLN
4675505;70,17;PLN
4675506;70,17;PLN
4675507;33,03;PLN
4675508;53,66;PLN
4675509;20,64;PLN
4675510;20,64;PLN
4675511;20,64;PLN
4675512;20,64;PLN
4675513;28,89;PLN
4675514;33,03;PLN
4675515;49,53;PLN
4675516;53,66;PLN
4675517;28,89;PLN
4675518;49,53;PLN
4675519;1167,59;PLN
4675520;1167,59;PLN
4675521;1558,08;PLN
4675522;1636,18;PLN
4675523;2339,08;PLN
4675524;2339,08;PLN
4675525;9938,15;PLN
4675526;4447,76;PLN
4675527;10961,25;PLN
4675528;14819,36;PLN
4675529;14819,36;PLN
4675530;17049,10;PLN
4675531;17049,10;PLN
4675532;17049,10;PLN
4675533;21512,47;PLN
4675534;26182,82;PLN
4675535;24964,47;PLN
4675536;24964,47;PLN
4675537;2819,38;PLN
4675538;4057,26;PLN
4675539;738,04;PLN
4675540;929,38;PLN
4675541;9323,79;PLN
4675542;74,30;PLN
4675543;74,30;PLN
4675544;74,30;PLN
4675545;70,17;PLN
4675546;1132,44;PLN
4675547;2108,69;PLN
4675548;37,15;PLN
4675549;74,30;PLN
4675550;70,17;PLN
4675551;74,30;PLN
4675552;74,30;PLN
4675553;3803,44;PLN
4675554;1148,06;PLN
4675555;2077,44;PLN
4675556;1893,91;PLN
4675557;2011,06;PLN
4675558;1198,83;PLN
4675559;3803,44;PLN
4675560;4443,86;PLN
4675561;1312,07;PLN
4675562;1577,61;PLN
4675563;5256,09;PLN
4675564;5502,10;PLN
4675565;5502,10;PLN
4675566;5502,10;PLN
4675567;7626,40;PLN
4675568;9860,05;PLN
4675569;4447,76;PLN
4675570;7224,19;PLN
4675571;14007,13;PLN
4675572;14007,13;PLN
4675573;16846,04;PLN
4675574;16846,04;PLN
4675575;17252,15;PLN
4675576;17252,15;PLN
4675577;20907,21;PLN
4675578;20907,21;PLN
4675579;25573,65;PLN
4675580;25573,65;PLN
4675581;4463,38;PLN
4675582;4463,38;PLN
4675583;5482,58;PLN
4675584;10961,25;PLN
4675585;10961,25;PLN
4675621;753,26;PLN
4675622;418,53;PLN
4675623;283,19;PLN
4675624;235,97;PLN
4675625;669,56;PLN
4675626;333,36;PLN
4675627;99,07;PLN
4675628;162,21;PLN
4675629;3243,16;PLN
4675630;198,81;PLN
4675631;123,16;PLN
4675632;199,91;PLN
4675633;195,71;PLN
4675634;245,92;PLN
4675635;84,27;PLN
